Q17780720,1
Q19118072,1
Q19828259,1
Q21614077,1
Q735326,1075
Q17276251,1075
Q19161165,1075
Q21618264,1075
Q699388,11
Q17275722,11
Q18686179,11
Q19860104,11
Q21614093,11
Q22078397,11132
Q20441778,1129
Q21618520,1129
Q22256689,1129
Q17275799,113
Q21614230,113
Q17275801,116
Q18688189,116
Q21614233,116
Q20017775,122
Q21192365,122
Q21614243,122
Q21786421,122
Q17275809,127
Q21614255,127
Q22250792,127
Q21619251,1419
Q19160564,152
Q21518927,152
Q21614314,152
Q22251035,152
Q17275832,156
Q19160568,156
Q21614336,156
Q22251131,156
Q19162518,1674
Q21619774,1674
Q19361572,1905
Q21647306,1950
Q17275705,2
Q19160442,2
Q21614085,2
Q22250404,2
Q19162622,2008
Q21620044,2008
Q17275877,204
Q19160617,204
Q21614449,204
Q21620088,2055
Q19160622,206
Q21614452,206
Q22251496,206
Q21647696,2307
Q17627559,24
Q18683079,24
Q21695967,24
Q21620474,2446
Q19160684,246
Q21614511,246
Q22251633,246
Q17275735,26
Q18689408,26
Q19160517,26
Q19930800,26
Q21614111,26
Q22103071,26
Q11771318,276
Q17275918,276
Q21075923,276
Q21614549,276
Q21936647,276
Q22251749,276
Q17275922,285
Q17275737,29
Q18686145,29
Q21614114,29
Q2589202,297
Q3761428,297
Q22251806,297
Q17275706,3
Q19160481,3
Q21094542,3
Q21513020,3
Q21614086,3
Q22250412,3
Q21649137,3314
Q21649244,3391
Q22266276,3391
Q17275744,36
Q18689417,36
Q21614122,36
Q22250456,36
Q22270986,3727
Q21614686,388
Q21614687,389
Q22252151,389
Q838074,411
Q17627502,415
Q21996283,415
Q18688211,43
Q19160528,43
Q21614134,43
Q22250478,43
Q21614777,467
Q21614780,470
Q22252753,470
Q20534175,4806
Q22281121,4806
Q21614808,496
Q22253103,496
Q3740793,498
Q9202853,498
Q10387302,498
Q20064667,498
Q21614810,498
Q3937422,5
Q9213727,5
Q17275710,5
Q19160501,5
Q21044798,5
Q22250421,5
Q21623580,5111
Q21614835,517
Q21614839,519
Q22253440,519
Q10901792,528
Q21614851,528
Q22253520,528
Q17275990,575
Q21614916,575
Q22253835,575
Q17275718,6
Q19160503,6
Q21614087,6
Q22250425,6
Q3937566,603
Q17275998,603
Q20483933,603
Q21614962,603
Q22254534,603
Q20464813,604
Q21614965,604
Q22254541,604
Q19681589,610
Q20019888,610
Q21614972,610
Q21979606,610
Q22254559,610
Q20443481,6109
Q20442118,620
Q21614982,620
Q22254618,620
Q9074913,621
Q20442127,621
Q21645223,621
Q22085105,621
Q9335245,642
Q20427305,642
Q21615006,642
Q22254827,642
Q241455,688
Q17276030,688
Q20442078,688
Q21615059,688
Q20444847,7239
Q4848311,833
Q21617125,833
Q20441581,8476
Q3314658,8671
Q20477118,8671
Q17276145,886
Q21617404,886
Q22255986,886
Q20445746,9359
Q21614202,96
Q22250702,96
Q17276216,966
Q20444611,966
Q21617790,966
Q22256226,966
Q21614207,100
Q22076829,10121
Q22076832,10122
Q22076834,10123
Q22076837,10124
Q22076838,10125
Q22076841,10126
Q22076844,10128
Q22076845,10130
Q22076847,10132
Q22076850,10133
Q22076851,10134
Q22076852,10135
Q22076853,10136
Q22076854,10138
Q22076855,10140
Q22076858,10141
Q22076859,10143
Q22076860,10144
Q22076861,10146
Q22076863,10147
Q22076864,10148
Q22076865,10149
Q22076866,10151
Q22076868,10152
Q21618244,1070
Q19326613,1086
Q19904656,1086
Q21618317,1086
Q22077588,10922
Q17276275,1109
Q20650133,1109
Q20856063,1109
Q21618433,1109
Q22256620,1109
Q22078387,11125
Q20443346,1125
Q21618504,1125
Q21618765,1184
Q22256919,1184
Q21618993,1392
Q22259063,1392
Q11939780,1654
Q21646310,1654
Q22260195,1654
Q21646594,1735
Q21646604,1736
Q21614405,178
Q22251475,178
Q21619957,1848
Q19162577,1947
Q21620009,1947
Q17275873,196
Q20017912,196
Q21614437,196
Q21620061,2032
Q2921123,2060
Q19162641,2060
Q21545567,2060
Q17275882,211
Q19160633,211
Q21614467,211
Q22251524,211
Q17275884,213
Q17647280,213
Q20005936,213
Q21614470,213
Q22251535,213
Q21620420,2408
Q17275734,25
Q18655386,25
Q18688346,25
Q19160514,25
Q21485255,25
Q22250439,25
Q21647883,2509
Q17275908,256
Q20992670,256
Q21614526,256
Q22251683,256
Q17275489,27
Q18685294,27
Q18918096,27
Q19160521,27
Q19935932,27
Q21614112,27
Q21621254,2842
Q22261062,2842
Q17595151,2872
Q21621342,2872
Q21614577,303
Q22251814,303
Q203259,320
Q19917517,320
Q21614600,320
Q22251881,320
Q21649204,3373
Q22262290,3373
Q21614623,343
Q22115204,343
Q22076342,3455
Q22266476,3455
Q22076622,3493
Q22266848,3493
Q21614633,350
Q22076652,3509
Q22266930,3509
Q20804353,376
Q21047611,376
Q21614672,376
Q21614679,383
Q22278101,3953
Q506345,4
Q3698180,4
Q17275707,4
Q19160498,4
Q21074934,4
Q21508980,4
Q22250416,4
Q17275748,40
Q18685270,40
Q19160526,40
Q21614130,40
Q21614721,418
Q17275948,428
Q21614729,428
Q22252452,428
Q17275960,462
Q19926397,462
Q21614770,462
Q21614776,466
Q21614789,478
Q22252769,478
Q3633626,487
Q21614800,487
Q22253076,487
Q21623456,5068
Q21073019,52
Q21097060,52
Q21614147,52
Q22250491,52
Q17275975,548
Q21614878,548
Q17275758,55
Q18688401,55
Q21614153,55
Q19162750,5559
Q20443070,5747
Q20442108,5765
Q20429139,5774
Q9371667,5808
Q20488458,5808
Q18688532,59
Q21614157,59
Q20426669,590
Q21614940,590
Q22254483,590
Q20443084,6426
Q17627500,643
Q20442120,643
Q21615008,643
Q22254834,643
Q17276013,659
Q21615030,659
Q22254899,659
Q17275768,66
Q21614164,66
Q22054964,66
Q22250529,66
Q185372,670
Q20444182,670
Q21615040,670
Q19162833,6774
Q20741550,7
Q21044818,7
Q21500872,7
Q21614088,7
Q22119555,7
Q22250428,7
Q17627524,700
Q21615076,700
Q22255048,700
Q20443567,716
Q21615091,716
Q17275775,73
Q18689322,73
Q21614172,73
Q22250559,73
Q20486584,7317
Q9391482,762
Q19160811,762
Q21615146,762
Q22255355,762
Q17276066,764
Q21615148,764
Q1198304,7751
Q17905826,78
Q21614179,78
Q22250617,78
Q19160839,784
Q20443669,784
Q21615215,784
Q21616914,792
Q22255589,792
Q16913142,812
Q19160882,812
Q20443946,812
Q21617006,812
Q22255732,812
Q21617095,831
Q22255844,831
Q20443477,846
Q21617172,846
Q20532340,8525
Q17276123,864
Q20425751,864
Q21617269,864
Q22255931,864
Q19242643,882
Q20536661,882
Q21617381,882
Q17627487,892
Q21617434,892
Q19160505,9
Q19595101,9
Q20877320,9
Q21614090,9
Q19160921,909
Q20442423,909
Q21617526,909
Q22256066,909
Q17627534,960
Q19160999,960
Q20489123,960
Q22010122,960
Q22256196,960
Q18689395,98
Q18918136,98
Q21045558,98
Q21614205,98
Q22280479,98
Q18686183,10
Q19917830,10
Q21074992,10
Q21614092,10
Q22076732,10027
Q19161094,1024
Q21618098,1024
